,"{'hidden_activation': 'sigmoid', 'hidden_neurons': [4, 2, 2, 4]}"
best_classifier_training_time,150.15746949900313
best_classifier_inference_time,8.451928354004849
best_classifier_recall,0.18844444444444444
best_classifier_precision,0.006670232514237171
best_classifier_f1,0.012884405007900815
best_classifier_TN,3145449
best_classifier_FP,31571
best_classifier_FN,913
best_classifier_TP,212
best_classifier_auc,0.9754784062493224
best_classifier_p_auc_10,0.8709389802595916
best_classifier_p_auc_20,0.9318844618036735
best_classifier_p_auc_30,0.9519184436261223
training_time_avg,148.8136928900013
inference_time_avg,8.095540344000346
auc_avg,0.9750686799579482
auc_std,0.00037467096189272613
p_auc_10_avg,0.8687825260944633
p_auc_10_std,0.001971952431014481
p_auc_20_avg,0.9307463332165223
p_auc_20_std,0.0010407526719243526
p_auc_30_avg,0.9511150587410746
p_auc_30_std,0.0007346489448876994
recall_avg,0.18293333333333334
recall_std,0.00815455640261669
