,"{'max_samples': 128, 'n_estimators': 100}"
best_classifier_training_time,91.90713197599996
best_classifier_inference_time,17.085555363999674
best_classifier_recall,0.4707112970711297
best_classifier_precision,0.17347725520431764
best_classifier_f1,0.2535211267605633
best_classifier_TN,263450
best_classifier_FP,1072
best_classifier_FN,253
best_classifier_TP,225
best_classifier_auc,0.8955308357739084
best_classifier_p_auc_10,0.7406838977253503
best_classifier_p_auc_20,0.7661780732770644
best_classifier_p_auc_30,0.8121980572192666
training_time_avg,92.09163502280009
inference_time_avg,17.185527939599886
auc_avg,0.8953314004871628
auc_std,0.0011108765677223097
p_auc_10_avg,0.7405372648832163
p_auc_10_std,0.00011739991921696335
p_auc_20_avg,0.7655786015726038
p_auc_20_std,0.0003702386850301602
p_auc_30_avg,0.8113453892755276
p_auc_30_std,0.0007864739728546218
recall_avg,0.4707112970711297
recall_std,0.0
