,"{'hidden_activation': 'sigmoid', 'hidden_neurons': [4, 2, 2, 4]}"
best_classifier_training_time,117.40588356999979
best_classifier_inference_time,41.29241944200112
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,850738
best_classifier_FP,3923
best_classifier_FN,198
best_classifier_TP,0
best_classifier_auc,0.4833258272560523
best_classifier_p_auc_10,0.5068746337938389
best_classifier_p_auc_20,0.4850797482925786
best_classifier_p_auc_30,0.4721493993252225
training_time_avg,177.76993859600043
inference_time_avg,38.81106589019983
auc_avg,0.48331205665938387
auc_std,0.0002146825811943248
p_auc_10_avg,0.5068643825981224
p_auc_10_std,2.0502391433208087e-05
p_auc_20_avg,0.4850743379392837
p_auc_20_std,1.0820706589753648e-05
p_auc_30_avg,0.4721454124306879
p_auc_30_std,0.00026215659857006075
recall_avg,0.0
recall_std,0.0
